tweet,hashtags
جديا و مش من باب السخرية و لم امارسها ابدا بس وقت شفت الفيديو عن بيضة كل يوم يللي عاملو التيار الوطني الحر اعتقدت انه حدا بيكرهن و كتير اطلقه من باب حملات السخرية ، بس عرفت انه الفيديو حملة عملها  التيار عرفت ليه يللي كان اقوى حالة شعبية بالبلاد تحول لحالة اقل من عادية .,[]
ببتذكروا وقت الثورة السورية  كانت قريبة من تحقيق اهدافها باول سنتين شو صار ؟ بليلة واحدة فتحت السجون بسوريا و العراق و خرج الالاف من ما سمي بعدين بداعش و انهوا الثورة من داخلها . بتمنى ثوار لبنان يكونوا يعرفوا هالقصة #تنا_خط_احمر #لبنان_ينتفض,"['#تنا_خط_احمر', '#لبنان_ينتفض']"
كل ما اسمع انه عم بجربوا يحلوا مشكلة الاختلاف بالارقام بالدولة بحس ابو فادي الدكانجي تحت البيت عم يحسب الغلة آخر النهار مضيع حقً كيلو رز و لوحين شوكولا . الفرق انه ابو فادي بلاقيه المصريات  ، الدولة لأ #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
في فئة من اللبنانيين عندها شعور بفائض كبير  من القوة و في فئة عندها شعور بضعف و مظلومية و حرمان .هون ببلش شغل من يريد اشعال الحروب #لبنان_ينتفض #انا_خط_احمر,"['#لبنان_ينتفض', '#انا_خط_احمر']"
 pic.twitter.com/tD7TWhNbRO,[]
بحس مرات انه نحنا عم بنجرب نظبط البيت عنا مش البلد بصيروا الناس بحاسبونا على النقطة و الفاصلة . شارع بوجه شارع و كل شارع في زواريب . خللوا السلطة محلها ، اذا بدكن بلد متل الخلق جيبوا شعب . #صرنا_عالارض #لبنان_ينتفض #انا_خط_احمر,"['#صرنا_عالارض', '#لبنان_ينتفض', '#انا_خط_احمر']"
بمناسبة التحقيق مع القاضية عون لازم سؤالها كيف تحولت قضية الفيول المغشوش من سرقة مليارات الدولارات بوجود ٦ وزراء متعاقبين ما تم اتهام اي منهم لقضية كم موظف درجة رابعة اخدوا كم ساعة اضافية ؟ استقلالية تلقضاء حاجة ماسة او لن تقوم قيامة للبلد #لبنان__ينتفض #صرنا_عالارض #انا_خط_احمر,"['#لبنان__ينتفض', '#صرنا_عالارض', '#انا_خط_احمر']"
الحكومة عطتنا كتيب للالتزام في بمظاهرة بكرا . على اساس نحنا رايحين picnic و بخصوص الكورونا بنحب نذكر وزيرة الاعلام انه الشعب بلش باجراءات الوقاية وقت الحكومة كانت بعدها ضمن خطة لا هلع. بالتالي لا تهلعوا الشعب اكيد واعي اكتر منكن #صرنا_عالارض #لبنان #لبنان_ينتفض,"['#صرنا_عالارض', '#لبنان', '#لبنان_ينتفض']"
بيان توضيحي من مجموعة انا خط احمر #انا_خط_احمر #لبنان_ينتفض #صرنا_عالارض #لبنان  https://www.facebook.com/477595069106961/posts/1404710379728754/?d=n …,"['#انا_خط_احمر', '#لبنان_ينتفض', '#صرنا_عالارض', '#لبنان']"
حذرنا من اعادة ادارة القطاع للدولة خوفا من سرقته وللاسف بعض الناشطين ساهموا بهالامر و اليوم صار القطاع تحت سيطرة الاحزاب و عرضة للنهب الكامل #صرنا_عالارض #لبنان_ينتفض #لبنان #انا_خط_احمر https://twitter.com/LBCI_NEWS/status/1268416668512014337 …,"['#صرنا_عالارض', '#لبنان_ينتفض', '#لبنان', '#انا_خط_احمر']"
صدر بيان عن اجتماع اللجنة المالية في قصر بعبدا بأكد الزامية بت الارقام.ليه شو كان يصير قبل ؟كانت خيار؟  اذا مش ع بالكن ما بتخلصوا موازنة الدولة و حساباتها؟ لو في قضاء كانوا كل وزراء المالية و قبلهم الطاقة بالتحقيق ،بس شكلو القضاء بدو قضاء #صرنا_عالارض #لبنان_ينتفض #انا_خط_احمر,"['#صرنا_عالارض', '#لبنان_ينتفض', '#انا_خط_احمر']"
لو بعض مجموعات الثورة بحطوا جهدهم يللي عم بضيعوا بفرز و تخوين الناس و تحليل كل كلمة بتصدر عن غير مجموعات و كشف النيات و قراءة المستقبل باتجاه السلطة كانت الثورة بالف خير .بطالبوا بحريات الرأي و بخونوا كل رأي غير رأيهم . الثورة مش بخير .#صرنا_عالارض #لبنان_ينتفض #انا_خط_احمر,"['#صرنا_عالارض', '#لبنان_ينتفض', '#انا_خط_احمر']"
كرمال هيك نازلين ب ٦/٦ #صرنا_عالارض #لبنان_ينتفض #لبنان #انا_خط_احمر  https://www.mtv.com.lb/news/article/1061900/app?webview=true&utm_source=KwikPlayer&utm_medium=KwikShare&utm_campaign=KwikMotion …,"['#صرنا_عالارض', '#لبنان_ينتفض', '#لبنان', '#انا_خط_احمر']"
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 مش محرز ،مسكين,[]
نهبتونا فقرتونا شردتونا جوعتونا ذليتونا احتقرتونا خليتونا بلاد تخلف بلا كهرباء و مي و طرقات و نظام و قانون . كرمال هيك نازلين و لأن #صرنا_عالارض #انا_خط_احمر #لبنان_ينتفض,"['#صرنا_عالارض', '#انا_خط_احمر', '#لبنان_ينتفض']"
حدا عم بيعد لكم شخص صار مستمع المدعي العام المالي علي ابراهيم ؟ ما لقي ولا فاسد؟ بلد طاهر بكامله ؟,[]
ما بوحد الاخوان بالتيار الوطني الحر الا شتمنا وقت نهاجم فساد السلطة ببلد ما في كهرباء و مياه و دينه ٩٠ مليار و افلس بالكامل و نصف مدارسه ح يسكر و الدولار ب ٤٠٠٠ و الشعب عم بجوع . طب شو بنقول؟ عنا اكبر صحن تبولة ؟ شو قصة عقدة الشتم عندكن ؟ طب ناقشوا ، اقنعوا ، قولوا شي .,[]
ما بعرف كل تفاصيل سلعاتا و ما بحب احكم بدون ادلة بس كيف بدي اوثق بحكومة صوتت بأول جلسة بلا سلعاتا و بتاني جلسة مع ، وين الاستقلالية و الاختصاص و الخبرة و دراسة المشاريع ، في غباء بشي محل ، او بأول قرار او بالتاني ، انتوا قرروا وين . #الانتخابات_الحل #انا_خط_احمر #لبنان_ينتفض,"['#الانتخابات_الحل', '#انا_خط_احمر', '#لبنان_ينتفض']"
الثورة بحاجة الى عمل سياسي من خلال جبهة واسعة تحدد الاهداف و التحركات و توحد الرؤية مع الاخذ بعين الاعتبار التنوع السياسي بين المجموعات و الاحزاب التي يجمعها رغبة بناء لبنان الجديد الخالي من الفساد #الانتخابات_الحل #انا_خط_احمر #لبنان #لبنان_يتنفض,"['#الانتخابات_الحل', '#انا_خط_احمر', '#لبنان', '#لبنان_يتنفض']"
#وهلق_شو معالي الوزيرة قبل ما تسمعي مطالب الطلاب يا ريت بتسمعي مطالب الشعب مش بتوافقوا على مشاريع متل سلعاتا بعد ما رفضتوا  بالجلسة يللي قبل خوفا من تطيير الحكومة و الامتلة كتيرة منها التعيينات,['#وهلق_شو']
هيدا فيلم مقصود الهدف منه ايصال عدة رسائل من ازدراء للجيش و دوره و تحقير هيبة الدولة و القول للشعب السلاح المتفلت اكبر من اي قانون . الفيلم تم تصويره عن سابق تخطيط #لبنان_ينتفض #انا_خط_احمر #لبنان #الانتخابات_الحل #لبنان pic.twitter.com/NKpOR1D6D3,"['#لبنان_ينتفض', '#انا_خط_احمر', '#لبنان', '#الانتخابات_الحل', '#لبنان']"
في صلة قرابة بين وزيرة العدل و الست مي خريش ؟,[]
بعرف ناطر الاسد و الشبل يعلموني 😂😂😂😂😂😂😂😂😂,[]
بعد المردة و حركة أمل ارسلان يهدد بالخروج من الحكومة المستقلة بالكامل #حكومة_الاقنعة #انا_خط_احمر #لبنان_ينتفض #لبنان_الجديد,"['#حكومة_الاقنعة', '#انا_خط_احمر', '#لبنان_ينتفض', '#لبنان_الجديد']"
سؤال للعسكر #انا_خط_احمر #لبنان_ينتفض  https://www.facebook.com/512422838/posts/10157861657327839/?d=n …,"['#انا_خط_احمر', '#لبنان_ينتفض']"
خطوة الالف ميل بتبلش بميل واحد.,[]
كل الاحترام و التقدير لمجموعة ثوار ١٧ تشرين يللي حطوا الهدف الصح و عم يستهدفوا بيوت السياسيين و الرؤساء رغم تعرضهم للتنكيل و الضرب من قبل من اقسموا اليمين على حمايتهم و حماية الوطن من الفاسدين و الخونة. انتوا فخر الثورة #انا_خط_احمر #الشعب_خط_احمر #ثوار_١٧_تشرين #لبنان_ينتفض,"['#انا_خط_احمر', '#الشعب_خط_احمر', '#ثوار_١٧_تشرين', '#لبنان_ينتفض']"
قصر الشعب الذي تدخل بشراسة لحماية مشروع النهب في سلعاتا منع الشعب من امام قصره اليوم و اطفأ كاميرا الاعلام في مشاهد تعيدنا الى ايام حالكة و توازي مطلب الانضمام الى انظمة الاسواق الشرقية للدول المحيطة . القادم اسوأ #الانتخابات_الحل #انا_خط_احمر #لبنان #لبنان_ينتفض,"['#الانتخابات_الحل', '#انا_خط_احمر', '#لبنان', '#لبنان_ينتفض']"
فتحوا بالسياسة ، ضغطوا ، اخدوا سلعاتا و سكروا و القضاء شريك السياسة .,[]
بين مخطط النهب بسد بسري و سلعاتا في مليار دولار فيها تكون انقاذ لشعب جوعان لفترة مش قصيرة بس وقت يكون في حكام مريضين سرقة مدعومين من نصف الشعب صعب نصير بلد #الانتخابات_الحل #انا_خط_احمر #لبنان #لبنان_ينتفض,"['#الانتخابات_الحل', '#انا_خط_احمر', '#لبنان', '#لبنان_ينتفض']"
متل كتير ملفات ، الهيئة يللي فتحوا ملف الفيول المغشوش لاسباب سياسية نالوا طلباتهم و اوعزوا باقفال الملف. مستحيل يقوم بلد القضاء في بخدمة السياسيين #بس_هيك #الانتخابات_الحل #انا_خط_احمر #لبنان_ينتفض,"['#بس_هيك', '#الانتخابات_الحل', '#انا_خط_احمر', '#لبنان_ينتفض']"
بس للمعلومة ، من ٣ ايام صار في اعلى نسبة يومية من حوادث السلب من سنوات طويلة . دليل فقر و حاجة و سلطة لا تكترث #انا_خط_احمر #الانتخابات_الحل #لبنان #لبنان_ينتفض #امريكا_تنتفض,"['#انا_خط_احمر', '#الانتخابات_الحل', '#لبنان', '#لبنان_ينتفض', '#امريكا_تنتفض']"
انتي وصليني لرقبتو و تركي عليي الباقي.,[]
شكلها هالحكومة ما بدا اكتر من سحسوح على الخفيف لتغير رأيها لو كان بكلف مليار دولار ، هات لنجرب حظنا و نسحسحلها شوي يمكن نحصل على شوية مطالب #انا_خط_احمر #الانتخابات_الحل #لبنان_ينتفض,"['#انا_خط_احمر', '#الانتخابات_الحل', '#لبنان_ينتفض']"
حاولت الحكومة ان تخرج رأسها من القفص في قضية سلعاتا للتلقى ضربة عصا على رأسها تعيدها الى قفص الطاعة و تعيد مئات الملايين من دولارات الاستملاك لمعمل غير مطلوب على اراضي حزبية من جيوب مواطنين جائعين في بلد منهوب #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
لو القوى الامنية بتحمي المواطنين متل ما بتحمي الاحجار امام مجلس النواب كنا بألف خير #انا_خط_احمر #لبنان_يتنفض #امريكا_تنتفض #الانتخابات_الحل,"['#انا_خط_احمر', '#لبنان_يتنفض', '#امريكا_تنتفض', '#الانتخابات_الحل']"
في حدا يخبرنا مين مع مين بمجلس النواب . صرنا متل مباراة فوتبول بس كل اللاعبين و الحكام لابسين نفس اللون ما بقا نعرف مين مع مين و مين ضد مين بس اكيد بنعرف بمين ح يفوت الغول .,[]
لم يتم ارسال اي كتاب من رئاسة الجمهورية لمسائلة مجلس الوزراء عن بلد بهالقرن بلا كهرباء ، بس كرمال سلعاتا الكتاب جاهز و ممكن تتعطل خطة الكهرباء كلها . لنشوف اذا هالحكومة شي مرة رح تظهر شوية رجولة .,[]
معاليكي، الحل ببلش بالقضاء، بتتذكري التشكيلات يللي انطلب منك تدفنيها لأن احد الاحزاب مش راضي عنها ؟ هيدا هو التدخل السياسي بالقضاء. pic.twitter.com/MbwKsTmhWK,[]
جد بتأسف اقرا هالشي منك ، و يكون هيدا ردك على يللي كتبته . هيك بعمرنا ما رح نزيح هالسلطة او نبني بلد . هيك الثورة بتنتهي قبل إخر السنة متل ما صار بال٢٠١٥ كل واحد بيتقوقع بين ٢٠ واحد . بعدين هيدا رأي بتمنى تحترمه متل ما بحترم رأيك او كمان بنصير متلهم بدنا نفرض إرائنا و نتهم الناس,[]
طب يا خيي بأمرك كلك ذوق . 😂😂😂,[]
والله شعراتي قصيتهم من شهر 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,[]
😂😂😂😂😂 شكلك من سكان الضاحية بس مين جاب سيرة حزب الله و الضاحية . طب روح تعلم كيف تكتب كم كلمة عربي صح و بنحكي من بعدا يا ابن الضاحية انت 😂😂😂😂😂😂😂😂😂😂😂😂😂,[]
و لنفترض اجتماع @samygemayel و @General_Roukoz@WasefHarake صار .شو المشكلة ؟لبنانيين وطنيين التقوا بييروت بهدف وطني،و يللي عم ينتقدوهم بيتفاخروا بالولاء و تلقي الاوامر من برا و بيعملوا همروجة كل ما اجتمعوا مع غير اللبنانيين او تلقوا دعمهم .هيدا الارهاب سياسي بس وحدتنا قريبة كتير,[]
@monasaliba ما فهمت شي من منى خريس  غير ان التيار عرضة لحملة سببها انه ما في كهرباء و كل حلفائهم المقربين خوزقوهن ١٢ سنة بس كانوا و بعدن مبسوطين مش عم بالغ ما بلشت بجملة و انهتها.و قال صاروا محققين كتير بملفات الفساد من سنوات لليوم بس ما عم يعلنوا عنها حتى ما يهربوا المتهمين .,[]
وين علي؟ انت مين ؟,[]
رح موت لأعرف وين ال ٣٪. https://twitter.com/AnaKhatAhmar/status/1264096451707244544 …,[]
 https://www.facebook.com/111398440284772/posts/242752223816059/ …,[]
 https://www.facebook.com/100001117636135/posts/2994495930597632/?d=n …,[]
بعد في ٣ ٪ ، يمكن بس يخلصوا الجزر السياحية ، اذا مش الاثنين ... الخميس.,[]
بين الفينة و الاخرى نصحو من التبعية لنرى كيف سرقونا و افقرونا و اذلونا فيغرقونا مجددا اما بالطائفية و المذهبية او بالبحث عن لقمة عيش و يجلسون ليشاهدوننا نقتتل بتخلف  و البلاد تحترق .  و تبدأ القصة نفسها  من جديد ، يبنوها ، يسرقوها ، و نعود عبيدا فرحين مهللين راكعين .,[]
I rest my case . https://twitter.com/grandserail/status/1263188138454847488 …,[]
الشعب العظيم قاعد ببيته بلا كهرباء عشرين ساعة ، لأن ما في فيول ، لأن اغلبه عم ينسرق من المصفاة او عم يتهرب على سوريا ، لتبقى المليارات عم بتفوت على جيوب زعماء نفس الشعب يللي عم بزرزب العرق من طيزو ، بس عم يبعت واتساب ببلاش ، يعني بلا نق بشرفكن .,[]
وين صرنا ؟؟ وقت العسكر يعتدي بالضرب على جهاز طبي يعني خلص البلد. https://twitter.com/rawad_mezher/status/1262866016767545345 …,[]
لنتفق مانشتراوي باقي لو فيها مية مرض و بدعي كل يوم ينلغى تلدوري الانكليز ي. بالنسبة للاخبار هي آخر مرجع بالسياسة بس هيدا خبر مش رأي و تحليل و بالخبر مكتوب مجانا,[]
انا ما بعارض لعارض ، هلأ انت رديت لترد . تفضل اقرا هالموضوع بجريدة الاخبار اليوم . pic.twitter.com/9bqM8ddpFs,[]
حضرة السيدة الثالثة ، العمال الاجانب يللي طلبتي من اللبنانيين يشتغلوا محلهم ، عم بترجعن دولهن على بلادهم على حسابها ، و عم تحجرهم بفنادق على حسابها و البرغر بالفندق عندهم مش بخمسين الف . اذا بتخبري زوجك الصبح قبل ما يروح على الشغل اذا ما فيها عذاب.,[]
مش بس الفاسد يسجن . يللي حمى الفاسد يسجن . و يللي انتخبنا  لحماية اموالنا و شاهد الفاسد عم يسرقها و قلنا ما خلاني امنعه او ما عرفت انه عم يسرق يسجن . و يللي قايض الفاسد ليحافظ على مصالحه يسجن .,[]
القصة بسيطة . نحنا بنكدح بلبنان و برا لنجيب مصاري و ناخد شوي و نحط الباقي بالبنك يللي بياخد شوي و بحط الباقي بالمصرف المركزي يللي بياخد شوي و بيطي الباقي للدولة يللي بتاخد شوي و بتعطي الباقي للسياسيين يللي بحولوهن على سويسرا. هلأ المصريات راحوا بس شو رأيكن بالتنظيم ؟,[]
والله ضعت . بنهلع او ما بنهلع ؟ بنشتغل او بنبقى بالبيت ؟ باربعة ايام انتقلنا من تهديد باقفال كامل البلد لفتح بلد شبه كامل. المسبح ماشي حاله و البحر في كورونا بس السيارات المفرد ما بتنصاب بالكورونا اتنين و اربعاء و جمعة,[]
معالي الوزير جبران باسيل ، بنعتذر منك كشعب لبناني على فسادنا و وصلتنا دعوتك لنحارب الفساد و نحل المشاكل و بنوعدك نعمل جهدنا بس خلينا قاعدين على كراسي الشعب. بنعتذر منك عن تقصيرنا بالسنوات الماضية #احترموا_عقولنا #لبنان_يتنفض #لبنان #انا_خط_احمر,"['#احترموا_عقولنا', '#لبنان_يتنفض', '#لبنان', '#انا_خط_احمر']"
كلامك صح بس هيدا الكلام نحنا بنقولو ، زوجة رئيس الحكومة لازم تعطي حلول مش يكون الحل عندها انه شعب معروف انه بالجزء الاكبر منه حامل شهادات جامعية بكون الحل يشتغلوا بمهن عمال مع كل الاحترام لكل المهن . هي لازم تكون عم تعطي حلول لزيادة فرص العمل او على البدء بخطة.,[]
بكل بساطة ، السلطة ما خصها ، رجال السلطة بيوم فيهم يكونوا بالحبس، المشكلة بالشعب، في ناس ما بقا بدا تكون مذلولة و في ناس تعودت تعيش بالذل و خايفة من الحياة بلا .,[]
اذا بنفذوا مقدمة الدستور بس ، كل حزب او سياسي شارك بالحكم من الطائف بروح عالحبس ، اذا الشعب بيعرف و بيفهم مقدمة الدستور بحاكمهم بالخيانة العظمى ، بس لا هني بنفذوا و لا الشعب بيعرف #انا_خط_احمر #لبنان_يتنفض #لبنان #لبنان_يثور pic.twitter.com/FfVuVgBORG,"['#انا_خط_احمر', '#لبنان_يتنفض', '#لبنان', '#لبنان_يثور']"
كمان التهريب و نهب مليار ات سنويا كان مفاجأة ؟ ما كانوا عارفين او ما خلوهم ؟ بس اجتمعوا اليوم و زادوا اجتماع على كل الاجتماعات يللي قررت كتير وما نفذت شي #Lebanon #انا_خط_احمر #لبنان_يتنفض https://youtu.be/fz4pX27SbkI ,"['#lebanon', '#انا_خط_احمر', '#لبنان_يتنفض']"
كم سؤال؟ المعلومات يللي قالها سليمان فرنجية مش رح تحرك القضاء؟١٥٠ الف بكل القوات العسكرية مش قادرين يسكروا كم معبر تهريب؟ملف المازوت المغشوش و المسروق رح ينام  ؟ التعيينات وين؟ رئيس الجمهورية خبى التشكيلات القضائية؟بتتذكروا البيان الحكومي او الزهايمر ؟#انا_خط_احمر #لبنان_يتنفض,"['#انا_خط_احمر', '#لبنان_يتنفض']"
هني ٣ كلمات ، فخار يكسر بعضه.,[]
بالعهد القوي ، ما خلونا ، و مش عارفين ، مش ظابطين . #شوية_منطق #لبنان_يتنفض #لبنان_يثور #انا_خط_احمر,"['#شوية_منطق', '#لبنان_يتنفض', '#لبنان_يثور', '#انا_خط_احمر']"
بكبسة زر ، او بالاحرى ظهور تلفزيوني ، خلصت الحرب على رياض سلامة ، و شبه اختفت على المصارف و بلشت على التجار و الصرافين . المهم السلطة تبقى بخير و نبقى بعاد عن تهريب الفيول و الطحين و الدولار . مين قال نحن مش بلد تصدير ؟#ربموت_كونترول #انا_خط_احمر #لبنان__ينتفض #لبنان_يثور,"['#ربموت_كونترول', '#انا_خط_احمر', '#لبنان__ينتفض', '#لبنان_يثور']"
البلد وصل لانهيار كامل .جزء من الشعب بحمًل السلطة المسؤولية الكاملة و بطالب برحيلها بفاسدها و فاشلها ،جزء بدافع عن زعيمه او حزبه او طائفته و هيدا حقه.الحل بالتغيير ،و التغيير مش  بالشارع في ظل الانقسام،الحل الوحيد الشعب يقرر مصيره بانتخابات نيابية #انا_خط_احمر #الانتخابات_الحل,"['#انا_خط_احمر', '#الانتخابات_الحل']"
ملف من مئات ملفات الفساد شارك في حكومات ضمت كل الاحزاب و وزارة طاقة كان بمعظم هالفترة مع حزب واحد و ما حدا كشف سرقات مورط فيها عصابات و شركات و مليارات ؟؟؟   https://www.facebook.com/127222130698993/posts/3042952325792611/?d=n …,[]
فخامتك ، انت رئيس من ٣ سنين ، و انتوا الاغلبية من ١٠ سنين بحال نسيت ... و كمان وضع خطة اقتصادية مالية هو العمل الطبيعي للحكومة باكثر دول العالم تخلفا مش انجاز تاريخي ! مبلا صح تاريخي بظل هيك سلطة معك حق #انا_خط_احمر #لبنان_يتنفض #لبنان_يثور pic.twitter.com/mdyKOZoj06,"['#انا_خط_احمر', '#لبنان_يتنفض', '#لبنان_يثور']"
او رئيس الحكومة ما بيعرف  ، يعني مصيبة ... او رئيس الحكومة بيعرف يعني كذاب ... او حاكم مصرف لبنان كذاب يعني رئيس الحكومة ضعيف و بلا قرار اذا ما جابو لسلامة على التحقيق ...غير هيك ما في خيار رابع #انا_خط_احمر #لبنان__ينتفض #لبنان_يثور,"['#انا_خط_احمر', '#لبنان__ينتفض', '#لبنان_يثور']"
طب من الآخر حاكم المصرف اخد مصرياتنا بلا موافقتنا و عطاها للدولة ، و لازم يتحاكم . عظيم هاي متفقين عليها . بس مين سرقها؟ هيدا اخواتنا بالشعب التاني مش شايفينها  ؟#لبنان__ينتفض #انا_خط_احمر #لبنان_يثور,"['#لبنان__ينتفض', '#انا_خط_احمر', '#لبنان_يثور']"
اذا هيك حساباتك ؟ الله ستر ما جابوك حاكم مصرف كنا رجعنا ترجينا رياض سلامة يرجع .,[]
لنتفق شو يعني مدسوسين . هني يللي بمكان ما عندهم ولاء ألو ، بيشتغلوا ضدو و ضد الناس يللي في . عندي لائحة طويلة من سنوات طويلة لمدسوسين حرامية تجاهلوا مطالب شعب جوعان و بقيوا بنفس المكان مدسوسين و حرامية .#انا_خط_احمر #لبنان_يتنفض #لبنان_يثور,"['#انا_خط_احمر', '#لبنان_يتنفض', '#لبنان_يثور']"
الهدف المعروف هو سيطرة الدولة على القطاع و استباحة امواله بس الاخطر هو الدخول لكل معلوماتنا على الاجهزة الخليوية عن طريق مهندسين الاحزاب. و الاسوأ انه بعض زملائنا بالثورة مهدوا لهالعملية . #انا_خط_احمر #لبنان_يتنفض #لبنان_يثور pic.twitter.com/4GpyCkktrL,"['#انا_خط_احمر', '#لبنان_يتنفض', '#لبنان_يثور']"
من المضحك المبكي انه رئيس الحكومة ووزيرة العدل يللي عم بيطالعونا بخطابات البطولة و العنفوان اختفى صوتهم وقت تبلغوا  انه احد المطلوبين الاساسيين للتلاعب بالدولار اكبر من حكومتهم و منهم و من خطاباتهم . بعد رح نسمع خطابات ؟سألوا المواطنشو تغذيت مبارح ؟ قلهم ثالث جملة بخطاب الرئيس .,[]
كل لبنان كان يقول ثورة الجوع وقت تجي رح تقش الاخضر و اليابس ، و انتوا كنتوا عم تسحبوا اللقمة من فم الجوعان  . بس اجت الثورة بتتفاجؤا؟و بصيروا مندسين و دواعش؟ الدواعش هني سلطة عذبت شعب سنين طويلة و اليوم عم تعدمو مباشرة على التلفزيونات. او بعتذر التلفزيونات مشغولة بمسلسلات رمضان .,[]
كم نيرون في لينان ؟ قاعدين عالعالي ، فوق اكوام اموال و جثث و عم يتفرجوا على لبنان عم يحترق .#انا_خط_احمر #لينان_ينتفض,"['#انا_خط_احمر', '#لينان_ينتفض']"
شعب لازم يفيق ...بلد عم ينهار ...الاب عم ينتحر الام يأس و الاولاد جوعانين #ولادنا_خط_احمر #بلدنا_خط_احمر #انا_خط_احمر #لبنان_يثور #لبنان_ينتفض. https://www.youtube.com/watch?v=Me4cdtEF-Do&t=5s …,"['#ولادنا_خط_احمر', '#بلدنا_خط_احمر', '#انا_خط_احمر', '#لبنان_يثور', '#لبنان_ينتفض']"
بشرونا بالخير انه الدولة ح تسترد قطاع الاتصالات. هيدا بيعني تحويل القطاع من ارباح اكتر من ٨٠٠ مليون دولار سنويا لخسائر متل الكهرباء . وين شايفين الخير  ؟و ما عم بفهم بعض الثوار يللي بيتهموا السلطة بالفساد و بحاربوا لتسيطر على مليارين دولار من هالقطاع #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
مراسلة الجديد كان عم بتعيط على المتظاهر ، انه الشارع مش الحل. برأي حضرتك شو الحل؟ و برأي حضرتك ليه كانت محطتك من كم شهر عم بتقول انه الشارع الحل. بحترم كل قرارات المؤسسات و الحرية الاعلامية و كل العقود يللي بتأمن الاستمرارية بس فيكن تكونوا اذكى شوي #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
Audi said the minimum is 5000 dollars . Dont worry they wont give us any solution to get our money back .,[]
دولة الرئيس ، بنقدر مواقفك الجريئة ، بس هالشركة التدقيق يللي باعتها على مصرف لبنان في مجال تمر على شركة الكهرباء و الجمارك و وزارة المالية و الاتصالات و المجالس ؟ او وقفت الرجولة على باب المصرف؟,[]
سرقوا الدولة بواسطة مصرف لبنان و اليوم عم حملوا المسؤولية ، سرقوا الاتصالات و جربوا يحملوا المسؤولية لشركات الخليوي و يسترجعوا القطاع ليسرقوا اكتر ، سرقوا اموال المودعين و حملوا المسؤولية للمصارف ، سرقوا الكهرباء بس بعد ما لقيوا المسؤول و اللائحة بتطول .هني ما في اوقح و الشعب ...,[]
بعد هالخطاب الشعبي الكبير، بعدني عم بسأل حالي مين بقرر مصاريف الدولة و بيطلب من مصرف لبنان دفعها؟ مين بيصرف ٦ مليار دولار فوق مدخول الدولة ؟مين اقر سلسلة الرتب و الرواتب وقت الدولة كانت عم تنهار ؟ مين عم يسرق قطاع الكهرباء من عشرات السنين؟ رياض سلامة لازم يتحاكم بس مش هو القرار .,[]
دولة رئيس الحكومة ، حسيتك عندك مطالب و نحنا ما عم بنفذها، بس للتذكير ، انت رئيس الحكومة و نحن الشعب . يا ريت بنخفف شعارات و بنصدر شي قرار . قرار واحد. التعيينات مثلا ، خطة اصلاحات ، خطة اقتصادية ، خطة اللعب بكرا ، شي قرار #لبنان_ينتفض #انا_خط_احمر,"['#لبنان_ينتفض', '#انا_خط_احمر']"
انتوا ما قدرتوا تتفقوا على التعيينات و كنتوا أجبن من انه تمشوا بالتشكيلات القضائية ، رح يكون عندكن الجرأة تقيلوا حاكم المصرف ترجعوا تعينوا غيرو ؟؟ هني نوابه صرلكن سنة و نصف ما عرفتوا تعينوهن #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
نحنا الشعب الوحيد يللي كل ما احتقرونا السياسيين بتزيد عبوديتنا الن.مجلس النواب ذلنا  و بكبسة زر حركوا الشارع ضد رياض سلامة يللي هو مذنب و لازم يتحاكم متل الاف الموظفين الفاسدين بس المعركة ضد السلطة الحاكمة ما تجربوا تغيروا البوصلة ، انتوا الفساد #انا_خط_احمر #لبنان_ينتفض,"['#انا_خط_احمر', '#لبنان_ينتفض']"
بالاضافة للنهب و الفساد و سوء الادارة.  انتوا مضروبين بمرض جنون العظمة . pic.twitter.com/OPjbCEjbH4,[]
تعاميم مصرف لينان متل حلقات حزورة رمضان بس ما حدا عم يفهم ليربح .,[]
 pic.twitter.com/WEmlS1pWYG,[]
كيف يعني يللي وصلونا نكون بلد فقير منهوب جوعان بدهم يعملوا حلول للازمة؟ #انا_خط_احمر #لبنان_ينتفض #خليك_بالبيت #رعب_الشمال #لبنان pic.twitter.com/a4cti8hCc2,"['#انا_خط_احمر', '#لبنان_ينتفض', '#خليك_بالبيت', '#رعب_الشمال', '#لبنان']"
وزيرة العدل مستمرة بمخالفة كل القوانين و ضرب المطلب الاساسي للثورة باستقلالية القضاء #القضاء_خط_احمر #انا_خط_احمر #لبنان_ينتفض pic.twitter.com/TULYin7RMF,"['#القضاء_خط_احمر', '#انا_خط_احمر', '#لبنان_ينتفض']"
